artist,name,category,position,score,from,to,us,uk,de,fr,ca,au
"98 Degrees","This Gift","song",""," 797.059","Jan 2000","Jan 2000","49","","","","","",""
"99 souls, Destiny's Child & Brandy","The Girl Is Mine","song","","  90.024","Dec 2015","Feb 2016","","","","","","33",""
"A Boogie Wit Da Hoodie","Artist","album","","6270.837","Oct 2016","Dec 2017","70","","","","","",""
"A Boogie Wit Da Hoodie","Artist 2.0","album","896","19632.888","Feb 2020","Apr 2021","2","11","100","110","4","39",""
"A Boogie Wit Da Hoodie","Bleed","song",""," 200.068","Jun 2020","Jul 2020","57","82","","","55","",""
"A Boogie Wit Da Hoodie","Cinderella Story","song","","  99.185","Feb 2020","Mar 2020","95","","","","","",""
"A Boogie Wit Da Hoodie","Hoodie SZN","album","288","42265.260","Dec 2018","Jun 2021","1","23","","121","1","23",""
"A Boogie Wit Da Hoodie","International Artist","album",""," 565.068","Jun 2018","Jul 2018","57","","","","91","",""
"A Boogie Wit Da Hoodie","King Of My City","song",""," 359.235","Feb 2020","Mar 2020","69","","","","71","",""
"A Boogie Wit Da Hoodie","Look Back At It","song","1232","6757.339","Dec 2018","Sep 2019","27","51","26","45","23","41",""
"A Boogie Wit Da Hoodie","Me And My Guitar","song",""," 376.310","Feb 2020","Mar 2020","58","99","","","","",""
"A Boogie Wit Da Hoodie","Mood Swings","song",""," 139.211","Sep 2019","Oct 2019","76","","","","61","",""
"A Boogie Wit Da Hoodie","My Sh*t","song",""," 920.851","Nov 2016","Feb 2017","86","","","","","",""
"A Boogie Wit Da Hoodie","No Promises","song",""," 179.725","Oct 2017","Nov 2017","74","","","","","",""
"A Boogie Wit Da Hoodie","Say A'","song",""," 178.105","Oct 2017","Nov 2017","75","","","","","",""
"A Boogie Wit Da Hoodie","TBA (EP)","album","","1172.750","Nov 2016","Mar 2017","63","","","","","",""
"A Boogie Wit Da Hoodie","The Bigger Artist","album","1845","10665.833","Oct 2017","Sep 2018","4","","","","10","",""
"A Boogie Wit Da Hoodie","Thug Love","song",""," 149.333","Feb 2020","Mar 2020","73","91","","","","",""
"A Boogie Wit Da Hoodie & 21 Savage","Beast Mode","song","","  87.444","Oct 2017","Oct 2017","86","","","","","",""
"A Boogie Wit Da Hoodie & 21 Savage","Undefeated","song","","  89.024","Oct 2017","Oct 2017","84","","","","","",""
"A Boogie Wit Da Hoodie & 6ix9ine","Swervin","song","","4418.102","Jan 2019","Jun 2019","38","27","","","24","41",""
"A Boogie Wit Da Hoodie & DaBaby","Stain","song",""," 113.359","Feb 2020","Mar 2020","80","","","","","",""
"A Boogie Wit Da Hoodie & DJ SPINKING","Timeless","song",""," 338.541","Jan 2017","Feb 2017","86","","","","","",""
"A Boogie Wit Da Hoodie & Juice WRLD","Demons And Angels","song",""," 304.528","Jan 2019","Jan 2019","90","","","","86","",""
"A Boogie Wit Da Hoodie & Kodak Black","Drowning","song","","2786.442","Apr 2017","Sep 2017","38","","","","53","",""
"A Boogie Wit da Hoodie & Lil Durk","24 Hours","song",""," 130.190","Jun 2021","Jun 2021","92","","","","75","",""
"A Boogie Wit Da Hoodie & Lil Uzi Vert","Reply","song",""," 539.076","Nov 2019","Dec 2019","49","","","","54","",""
"A Boogie Wit Da Hoodie & Offset & Tyga","Startender","song","","1255.452","Jan 2019","Apr 2019","59","84","","","46","",""
"A Boogie Wit Da Hoodie & Roddy Ricch, Gunna & London On Da Track","Numbers","song",""," 916.682","Feb 2020","Apr 2020","23","53","","","32","",""
"A Boogie Wit Da Hoodie & Veysel","Swervin","song",""," 120.924","Aug 2019","Aug 2019","","","73","","","",""
"A Boogie Wit Da Hoodie & Young Thug","Might Not Give Up","song",""," 129.225","Feb 2020","Mar 2020","66","","","","","",""
"A Great Big World & Christina Aguilera","Say Something","song","1062","7468.095","Nov 2013","Oct 2016","4","4","36","29","1","1",""
"A Perfect Circle","3 Libras","song",""," 102.505","Jan 2001","Jan 2001","","49","","","","",""
"A Perfect Circle","aMOTIOn","album",""," 647.412","Dec 2004","Dec 2004","57","","","","","",""
"A Perfect Circle","Eat The Elephant","album","","2770.675","Apr 2018","Jul 2019","3","12","2","18","3","2",""
"A Perfect Circle","eMOTIVe","album","","8001.746","Oct 2004","May 2005","2","80","33","61","5","8",""
"A Perfect Circle","Judith","song","","  16.048","May 2000","Jun 2000","","","","","","25",""
"A Perfect Circle","Mer De Noms","album","794","21822.308","May 2000","Jun 2001","4","55","55","","5","2",""
"A Perfect Circle","The Hollow","song","","  95.970","Aug 2000","Nov 2000","","72","","","","49",""
"A Perfect Circle","The Outsider","song",""," 867.751","Feb 2004","Jun 2004","79","","","","","",""
"A Perfect Circle","Thirteenth Step","album","1496","12568.221","Sep 2003","Jun 2004","2","37","11","41","1","3",""
"A Perfect Circle","Three Sixty","album",""," 213.600","Dec 2013","Dec 2013","38","","","","","",""
"A Perfect Circle","Weak And Powerless","song","","3421.672","Sep 2003","Jan 2004","61","","","","","",""
"A R Rahman & The Pussycat Dolls","Jai Ho (You Are My Destiny)","song","1949","4852.056","Mar 2009","Dec 2015","15","3","29","3","4","1",""
"A Teens","A Perfect Match","song","","  57.271","May 2003","Jun 2003","","","77","","","",""
"A Teens","Bouncing Off The Ceiling (Upside Down)","song","","2124.801","Dec 2000","Jul 2001","93","10","10","","","",""
"A Teens","Can't Help Falling In Love","song","","  97.933","Aug 2002","Oct 2002","","","","","","35",""
"A Teens","Dancing Queen","song",""," 990.919","May 2000","Aug 2000","95","","64","","","",""
"A Teens","Floorfiller","song",""," 387.149","Jan 2003","Mar 2003","","","33","","","",""
"A Teens","Gimme! Gimme! Gimme! (A Man After Midnight)","song",""," 446.890","Jan 2000","Jun 2000","","","33","","","",""
"A Teens","Halfway Around The World","song",""," 383.650","Apr 2001","Nov 2001","","30","51","","","",""
"A Teens","Heartbreak Lullaby","song","","  93.279","Jan 2002","Jan 2002","","","77","","","",""
"A Teens","Mamma Mia","song",""," 501.721","Jan 2000","Feb 2000","","","19","73","","",""
"A Teens","New Arrival","album","","  54.798","Jun 2003","Jun 2003","","","95","","","",""
"A Teens","Pop 'Til You Drop!","album","","2126.764","Jul 2002","Aug 2002","45","","","","","",""
"A Teens","Sugar Rush","song",""," 118.599","Sep 2001","Oct 2001","","","72","","","",""
"A Teens","Super Trouper","song","","1282.932","Jan 2000","Apr 2000","","58","4","","","",""
"A Teens","Teen Spirit","album","","9572.520","Mar 2001","Sep 2001","50","","5","","","",""
"A Teens","The Abba Generation","album","1124","16162.250","Jan 2000","Mar 2001","71","","2","","","",""
"A$AP Ferg &  Nicki Minaj & MadeinTYO","Move Ya Hips","song",""," 356.130","Aug 2020","Aug 2020","19","","","","73","",""
"A$AP Ferg & Future","New Level","song",""," 217.241","Apr 2016","May 2016","90","","","","","",""
"A$AP Ferg & Nicki Minaj","Plain Jane","song","","2341.853","Oct 2017","Mar 2018","27","","","","30","",""
"A$AP Mob & ASAP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean","Cozy Tapes - Vol 1 - Friends","album","","1418.464","Nov 2016","Feb 2017","13","","","","34","50",""
"A$AP Mob & ASAP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean","Cozy Tapes - Vol 2 - Too Cozy","album","","3098.148","Sep 2017","Dec 2017","6","","77","185","14","24",""
"A$AP Mob & ASAP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean","RAF","song","","  18.731","Jun 2017","Jul 2017","","","","","82","",""
"A-Ha","25","album","","4787.544","Aug 2010","Aug 2011","","10","2","","","",""
"A-Ha","Analogue","album","","2308.860","Nov 2005","Mar 2006","","24","6","60","","",""
"A-Ha","Analogue (All I Want)","song",""," 746.092","Jan 2006","Mar 2006","","10","33","","","",""
"A-Ha","Butterfly, Butterfly (The Last Hurrah)","song",""," 328.285","Aug 2010","Oct 2010","","98","22","","","",""
"A-Ha","Cast In Steel","album","","1334.393","Sep 2015","Dec 2015","","8","4","84","","",""
"A-Ha","Celice","song",""," 357.678","Oct 2005","Dec 2005","","","21","","","",""
"A-Ha","Cosy Prisons","song",""," 118.771","Apr 2006","May 2006","","39","","","","",""
"A-Ha","Did Anyone Approach You?","song","","  93.686","Oct 2002","Nov 2002","","","67","","","",""
"A-Ha","Ending On A High Note - The Final Concert: Live At Oslo Spektrum, December 4th 2010","album","","1914.115","Apr 2011","Nov 2011","","43","3","","","",""
"A-Ha","Foot Of The Mountain","album","","5324.912","Jun 2009","Apr 2010","","5","1","","","",""
"A-Ha","Foot Of The Mountain","song","","1780.898","Jun 2009","Nov 2009","","66","3","","","",""
"A-Ha","Forever Not Yours","song",""," 460.499","Apr 2002","Jun 2002","","","18","","","",""
"A-Ha","Headlines And Deadlines - The Hits Of","album",""," 220.775","May 2000","Jun 2000","","54","","","","",""
"A-Ha","How Can I Sleep With Your Voice In My Head","album",""," 876.873","Mar 2003","Jun 2003","","","8","88","","",""
"A-Ha","Hunting High And Low","album",""," 225.049","Aug 2010","Mar 2020","","83","30","","","49",""
"A-Ha","Lifelines","album","","3785.163","May 2002","Oct 2019","","67","1","30","","",""
"A-Ha","Lifelines","song",""," 260.424","Jul 2002","Sep 2002","","78","32","","","",""
"A-Ha","Minor Earth - Major Sky","song",""," 326.497","Jul 2000","Sep 2000","","","73","","","",""
"A-Ha","Minor Earth Major Sky","album","","6684.476","Apr 2000","Oct 2019","","27","1","41","","",""
"A-Ha","MTV Unplugged - Summer Solstice","album","","2469.598","Oct 2017","Apr 2018","","6","3","100","","",""
"A-Ha","Nothing Is Keeping You Here","song",""," 113.440","Dec 2009","Jan 2010","","","65","","","",""
"A-Ha","Objects In The Mirror","song","","   6.122","May 2016","May 2016","","","","179","","",""
"A-Ha","Scoundrel Days","album","","  69.709","Aug 2010","Aug 2010","","","52","","","",""
"A-Ha","Shadowside","song",""," 225.248","Oct 2009","Dec 2009","","","22","","","",""
"A-Ha","Summer Moved On","song",""," 980.817","Apr 2000","Apr 2011","","33","8","","","",""
"A-Ha","Take On Me","song","","  85.851","Jan 2013","Jun 2018","","","","80","","",""
"A-Ha","The Definitive Singles Collection","album","","2108.547","Apr 2005","Sep 2015","","14","","","","",""
"A-Ha","The Singles 1984-2004","album",""," 362.700","Dec 2004","Jan 2005","","","49","","","",""
"A-Ha","The Sun Always Shines On T.V.","song","","  70.898","Mar 2003","Apr 2003","","","53","","","",""
"A-Ha","Time And Again - The Ultimate","album",""," 465.133","Mar 2016","May 2016","","75","22","","","",""
"A-Ha","Velvet","song",""," 404.903","Nov 2000","Feb 2001","","","48","","","",""
"Aaliyah","Aaliyah","album","250","45819.056","Jul 2001","Aug 2005","1","5","9","9","6","41",""
"Aaliyah","Come Over","song","1807","5149.872","Jun 2003","Oct 2003","32","","","","","",""
"Aaliyah","Don't Know What To Tell Ya","song",""," 724.053","Feb 2003","Jul 2003","","22","57","49","","34",""
"Aaliyah","I Care 4 U","album","787","22029.268","Dec 2002","Aug 2004","3","4","2","4","","43",""
"Aaliyah","I Care 4 U","song","1293","6525.616","Aug 2002","Jan 2003","16","","","","","",""
"Aaliyah","I Don't Wanna","song","1545","5781.680","Jan 2000","Jun 2000","35","","","","","",""
"Aaliyah","I Refuse","song",""," 736.354","Sep 2001","Feb 2002","","","","25","","",""
"Aaliyah","Miss You","song","329","13849.009","Nov 2002","Jun 2003","3","76","8","","","",""
"Aaliyah","More Than A Woman","song","748","9310.661","Nov 2001","Jul 2002","25","1","34","","","37",""
"Aaliyah","Rock The Boat","song","583","10560.326","Sep 2001","Jul 2002","14","12","70","","","49",""
"Aaliyah","Try Again","song","65","21245.869","Mar 2000","Feb 2001","1","5","5","26","","8",""
"Aaliyah","Ultimate","album",""," 614.889","Apr 2005","May 2005","","32","","","","",""
"Aaliyah & DMX","Come Back In One Piece","song","","  52.296","Dec 2000","Feb 2001","","","","","","",""
"Aaliyah & Timbaland","We Need A Resolution","song","","4728.098","Jun 2001","Oct 2001","59","20","66","53","","44",""
"Aaron Carter","Aaron's Party (Come Get It)","album","389","35583.426","Oct 2000","Jan 2002","4","","82","","","",""
"Aaron Carter","Aaron's Party (Come Get It)","song","","3908.553","Aug 2000","Dec 2000","35","51","","","","",""
"Aaron Carter","Another Earthquake","album","","5283.216","Sep 2002","Jan 2003","18","","","","","",""
"Aaron Carter","I Want Candy","song","","1098.925","Sep 2000","Mar 2001","","31","68","46","","27",""
"Aaron Carter","Leave It Up To Me","song",""," 274.794","Apr 2002","May 2002","","22","","","","",""
"Aaron Carter","Oh Aaron","album","1225","15107.320","Aug 2001","Apr 2002","7","","","","","",""
"Aaron Carter","That's How I Beat Shaq","song",""," 354.120","Apr 2001","May 2001","96","","","","","",""
"Aaron Tippin","Kiss This","song","1905","4920.888","Aug 2000","Jan 2001","42","","","","","",""
"Aaron Tippin","People Like Us","album","1983","9827.224","Aug 2000","Mar 2001","53","","","","","",""
"Aaron Tippin","Where The Stars And Stripes And The Eagle Fly","song","1338","6376.004","Oct 2001","Mar 2002","20","","","","","",""
"Abba","18 Hits","album","","6878.268","Nov 2005","May 2018","","15","58","65","","32",""
"Abba","20th Century Masters","album","","  41.054","Jul 2001","Jul 2001","","","","","20","",""
"Abba","ABBA + Arrival","album","","  59.340","Aug 2009","Sep 2009","","","","115","","",""
"Abba","ABBA Gold & More","album","","  68.321","Oct 2017","Jan 2018","","","","","","27",""
"Abba","ABBA In Concert [DVD]","album",""," 598.957","Apr 2004","Jun 2004","","","34","","","",""
"Abba","Arrival","album","","  57.995","Oct 2006","Aug 2018","","94","","","","",""
"Abba","Classic","album","","  14.284","Sep 2011","Sep 2011","","","","168","","",""
"Abba","Collected","album",""," 400.549","Jun 2011","Nov 2015","","","","","","",""
"Abba","Dancing Queen","song",""," 178.316","Jul 2008","Aug 2018","","82","","127","","",""
"Abba","De grootste hits in Nederland - 25 jaar na 'Waterloo'","album",""," 302.049","Jan 2000","Apr 2000","","","","","","",""
"Abba","De grootste hits in Nederland Deel 2 - 25 jaar na 'Waterloo'","album",""," 215.778","Jan 2000","Mar 2000","","","","","","",""
"Abba","Gimme! Gimme! Gimme! (A Man After Midnight)","song","","   4.591","Jan 2014","Jan 2014","","","","195","","",""
"Abba","Gold - Anniversary Edition","album",""," 193.358","Aug 2018","Aug 2018","","54","","","","",""
"Abba","Gold - Greatest Hits","album","60","85916.736","Jan 2000","Jun 2021","25","1","3","34","15","4",""
"Abba","Gold - Greatest Hits - 40th Anniversary Edition","album","","  78.956","Apr 2014","Oct 2014","","","","130","","",""
"Abba","Gold/More Gold - Greatest Hits","album",""," 118.651","Apr 2014","Aug 2018","","48","","","","",""
"Abba","Gold: Greatest Hits","album","","2817.611","Jul 2019","Jun 2021","140","","","","","",""
"Abba","Gracias por la musica","album","","  77.131","Nov 2014","Feb 2015","","","","","","",""
"Abba","Happy New Year","song",""," 367.152","Jan 2000","Jan 2020","","","75","","","",""
"Abba","Icon","album","","  64.104","May 2013","Feb 2016","","","","113","","",""
"Abba","Live At Wembley Arena","album",""," 756.999","Oct 2014","Mar 2020","","30","9","87","","",""
"Abba","Mamma Mia","song",""," 317.210","Jul 2008","Aug 2018","","56","","152","","48",""
"Abba","Mamma Mia!","album","380","36265.678","Jul 2008","May 2021","1","5","2","8","1","1",""
"Abba","Mamma Mia!: Here We Go Again","album","954","18541.345","Jul 2018","Nov 2019","3","1","2","17","4","1",""
"Abba","More ABBA Gold - More ABBA Hits","album","","1516.479","Aug 2008","Sep 2018","","63","","12","","14",""
"Abba","Number Ones","album","","2695.141","Nov 2006","Aug 2008","","15","24","","","36",""
"Abba","Super Trouper","album",""," 115.031","Nov 2020","Nov 2020","","","32","","","",""
"Abba","The ABBA Story","album",""," 507.261","May 2004","Jun 2004","","","31","","","",""
"Abba","The Albums","album","","1303.414","Nov 2008","Mar 2016","","89","61","57","","",""
"Abba","The Best Of Abba: 20th Century Masters: The Millennium Collection","album","","  88.255","Jul 2001","Dec 2011","189","","","","20","",""
"Abba","The Complete Gold Collection","album",""," 893.172","May 2000","Oct 2018","","","","","","6",""
"Abba","The Complete Singles Collection","album","","4046.461","Jan 2000","Feb 2001","","","10","","","",""
"Abba","The Definitive Collection","album","1365","13816.650","Nov 2001","Oct 2011","186","17","14","35","","10",""
"Abba","The Essential Collection","album",""," 627.684","Jun 2012","Jun 2013","","","16","145","","",""
"Abba","The Last Video [DVD]","song",""," 340.448","Aug 2004","Oct 2004","","","30","","","",""
"Abba","The Movie [DVD]","album",""," 210.097","Oct 2005","Nov 2005","","","48","","","",""
"Abba","The Studio Albums","album",""," 162.588","Jul 2020","Aug 2020","","","13","","","",""
"Abba","The Studio Albums [Coloured Vinyl Edition]","album","","  11.976","Aug 2020","Aug 2020","","","","","","",""
"Abba","The Visitors","album","","  95.264","Apr 2012","May 2012","","62","75","","","",""
"Abba","The Winner Takes It All","song","","  19.830","Mar 2018","Aug 2018","","","","102","","",""
"Abba","Todo ABBA","album","","1585.766","Jan 2005","Feb 2009","","","","","","",""
"Abba","Voulez-vous","album","","  73.424","Jun 2019","Jun 2019","","","65","","","",""
