month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au
"Apr 2006","25","Coldplay","X & Y","2940.972","93","30","17","13","-","27"
"Apr 2006","26","Gorillaz","Demon Days","2920.633","63","20","50","28","-","26"
"Apr 2006","27","Arctic Monkeys","Whatever People Say I Am That's What I'm Not","2834.740","42","12","99","101","-","13"
"Apr 2006","28","Shakira","Oral Fixation - Volume 2","2816.655","6","65","79","80","-","-"
"Apr 2006","29","Sean Paul","The Trinity","2792.398","25","-","93","9","-","-"
"Apr 2006","30","Panic! At the Disco","A Fever You Can't Sweat Out","2782.997","24","20","-","-","-","-"
"Apr 2006","31","Matisyahu","Youth","2654.066","7","-","-","-","-","-"
"Apr 2006","32","Juvenile","Reality Check","2610.001","5","-","-","-","-","-"
"Apr 2006","33","Il Divo","Ancora","2549.163","38","37","64","62","-","14"
"Apr 2006","34","E-40","My Ghetto Report Card","2526.597","3","-","-","-","-","-"
"Apr 2006","35","T.I.","King","2486.427","1","-","-","-","-","-"
"Apr 2006","36","Michael Buble","It's Time","2354.559","36","-","68","-","3","-"
"Apr 2006","37","Tim McGraw","Greatest Hits Vol. 2 - Reflected","2350.707","2","-","-","-","3","-"
"Apr 2006","38","Chris Brown","Chris Brown","2293.440","32","72","87","195","-","-"
"Apr 2006","39","Yeah Yeah Yeahs","Show Your Bones","2289.664","11","7","65","96","9","17"
"Apr 2006","40","Massive Attack","Collected - The Best Of","2287.778","198","2","24","-","-","19"
"Apr 2006","41","Josh Turner","Your Man","2269.346","21","-","-","-","-","-"
"Apr 2006","42","Keith Urban","Be Here","2189.417","18","-","-","-","-","-"
"Apr 2006","43","Corinne Bailey Rae","Corinne Bailey Rae","2163.032","-","3","20","26","-","-"
"Apr 2006","44","Rascal Flatts","Feels Like Today","2132.630","27","-","-","-","-","-"
"Apr 2006","45","Green Day","American Idiot","2124.719","92","17","-","62","-","50"
"Apr 2006","46","Keyshia Cole","The Way It Is","2061.146","28","-","-","-","-","-"
"Apr 2006","47","Placebo","Meds","2060.710","180","35","3","4","-","4"
"Apr 2006","48","Hawthorne Heights","If Only You Were Lonely","2028.083","20","-","-","-","-","-"
"Apr 2006","49","Morrissey","Ringleader Of The Tormentors","2022.922","27","1","9","38","-","-"
"Apr 2006","50","Jamie Foxx","Unpredictable","1943.869","33","9","-","55","-","39"
"May 2006","1","James Blunt","Back To Bedlam","5798.543","7","31","9","11","1","1"
"May 2006","2","Andrea Bocelli","Amore","5341.549","10","49","23","67","7","9"
"May 2006","3","Bruce Springsteen","We Shall Overcome, The Seeger Sessions","5216.307","3","3","5","9","3","21"
"May 2006","4","Pink","I'm Not Dead","4764.079","8","12","4","24","2","13"
"May 2006","5","Shakira","Oral Fixation - Volume 2","4674.041","8","-","18","8","6","-"
"May 2006","6","Rascal Flatts","Me & My Gang","4561.749","1","-","-","-","5","-"
"May 2006","7","Kelly Clarkson","Breakaway","4308.439","19","21","6","25","-","28"
"May 2006","8","Tool","10,000 Days","4171.216","1","4","2","7","1","1"
"May 2006","9","Mark Knopfler & Emmylou Harris","All The Roadrunning","4006.888","17","8","3","17","-","41"
"May 2006","10","Original Soundtrack","High School Musical","4004.706","3","-","-","-","-","-"
"May 2006","11","Rihanna","A Girl Like Me","4001.801","5","6","16","26","1","12"
"May 2006","12","Various Artists","NOW 21","3981.650","2","-","-","-","-","-"
"May 2006","13","Mary J Blige","The Breakthrough","3792.112","21","29","41","119","-","19"
"May 2006","14","Pearl Jam","Pearl Jam","3751.381","2","5","4","21","2","2"
"May 2006","15","The Black Eyed Peas","Monkey Business","3751.036","29","19","42","19","-","11"
"May 2006","16","The Pussycat Dolls","PCD","3737.052","21","46","30","82","-","29"
"May 2006","17","Jack Johnson","Sing-A-Longs And Lullabies For The Film Curious George","3672.105","20","23","10","98","10","19"
"May 2006","18","Red Hot Chili Peppers","Stadium Arcadium","3463.068","1","1","1","1","1","1"
"May 2006","19","Toby Keith","White Trash With Money","3455.009","2","-","-","-","-","-"
"May 2006","20","T.I.","King","3372.142","5","-","86","-","-","-"
"May 2006","21","Ne-Yo","In My Own Words","3219.347","13","68","97","92","-","41"
"May 2006","22","Tim McGraw","Greatest Hits Vol. 2 - Reflected","3213.732","6","-","-","-","9","-"
"May 2006","23","Panic! At the Disco","A Fever You Can't Sweat Out","3157.519","17","17","-","-","-","-"
"May 2006","24","Jack Johnson","In Between Dreams","3151.677","55","8","55","107","-","-"
"May 2006","25","Nickelback","All The Right Reasons","3125.474","14","-","62","-","-","4"
"May 2006","26","Sean Paul","The Trinity","3099.824","16","-","45","20","-","-"
"May 2006","27","Madonna","Confessions On A Dance Floor","3026.838","93","47","16","34","5","17"
"May 2006","28","Johnny Cash","Ring Of Fire - The Legend Of Johnny Cash","2909.174","18","30","65","-","9","48"
"May 2006","29","Daniel Powter","Daniel Powter","2834.909","9","-","-","-","-","-"
"May 2006","30","Fall Out Boy","From Under The Cork Tree","2815.534","27","12","-","139","-","-"
"May 2006","31","Taking Back Sunday","Louder Now","2811.953","2","18","-","-","5","17"
"May 2006","32","Alan Jackson","Precious Memories","2785.607","11","-","-","-","-","-"
"May 2006","33","LL Cool J","Todd Smith","2763.769","6","89","-","-","-","-"
"May 2006","34","KT Tunstall","Eye To The Telescope","2672.396","33","40","97","45","-","-"
"May 2006","35","Carrie Underwood","Some Hearts","2656.209","13","-","-","-","-","-"
"May 2006","36","Godsmack","IV","2597.421","1","-","-","-","4","-"
"May 2006","37","Gorillaz","Demon Days","2586.649","76","26","49","41","-","29"
"May 2006","38","Jamie Foxx","Unpredictable","2581.840","59","9","43","55","-","-"
"May 2006","39","Coldplay","X & Y","2504.335","108","33","42","36","-","27"
"May 2006","40","Prince","3121","2494.480","28","-","14","82","-","40"
"May 2006","41","Arctic Monkeys","Whatever People Say I Am That's What I'm Not","2485.579","68","17","95","92","-","21"
"May 2006","42","Michael Buble","It's Time","2454.544","30","-","93","-","3","-"
"May 2006","43","Original Soundtrack","Walk The Line","2402.337","34","-","38","-","9","24"
"May 2006","44","Chamillionaire","The Sound Of Revenge","2341.181","20","-","-","-","-","-"
"May 2006","45","Il Divo","Ancora","2334.466","68","-","64","26","-","12"
"May 2006","46","Eminem","Curtain Call - The Hits","2279.362","30","-","52","-","-","42"
"May 2006","47","Keith Urban","Be Here","2264.073","18","-","-","-","-","-"
"May 2006","48","Various Artists","Disneymania 4: Music Stars Sing Disney ...Their Way!","2225.888","15","-","-","-","-","-"
"May 2006","49","Chris Brown","Chris Brown","2174.886","39","72","-","-","-","-"
"May 2006","50","Gnarls Barkley","St Elsewhere","2163.417","20","1","-","44","-","7"
"Jun 2006","1","Red Hot Chili Peppers","Stadium Arcadium","8447.797","1","1","1","6","1","1"
"Jun 2006","2","Gnarls Barkley","St Elsewhere","5136.428","11","8","6","7","8","6"
"Jun 2006","3","Shakira","Oral Fixation - Volume 2","5084.413","10","14","4","12","3","-"
"Jun 2006","4","Tool","10,000 Days","4945.162","3","67","10","74","2","4"
"Jun 2006","5","Rihanna","A Girl Like Me","4882.252","9","19","23","66","5","16"
"Jun 2006","6","James Blunt","Back To Bedlam","4777.116","9","44","15","14","3","3"
"Jun 2006","7","The Dixie Chicks","Taking The Long Way","4528.193","1","10","5","-","1","2"
"Jun 2006","8","Original Soundtrack","High School Musical","4254.059","2","-","-","-","-","36"
"Jun 2006","9","Bruce Springsteen","We Shall Overcome, The Seeger Sessions","4175.070","11","14","19","32","-","34"
"Jun 2006","10","The Raconteurs","Broken Boy Soldiers","3818.469","7","7","28","36","8","14"
"Jun 2006","11","The Pussycat Dolls","PCD","3768.928","21","23","43","50","-","17"
"Jun 2006","12","Rascal Flatts","Me & My Gang","3667.605","4","-","-","-","-","-"
"Jun 2006","13","Pearl Jam","Pearl Jam","3631.427","8","62","25","117","4","5"
"Jun 2006","14","Kelly Clarkson","Breakaway","3550.145","29","18","21","58","-","50"
"Jun 2006","15","Various Artists","NOW 21","3316.420","6","-","-","-","-","-"
"Jun 2006","16","Pink","I'm Not Dead","3286.186","58","5","9","64","-","7"
"Jun 2006","17","Mark Knopfler & Emmylou Harris","All The Roadrunning","3284.745","33","39","9","33","-","48"
"Jun 2006","18","Jack Johnson","Sing-A-Longs And Lullabies For The Film Curious George","3167.094","49","15","21","90","-","38"
"Jun 2006","19","Mary J Blige","The Breakthrough","3123.431","29","57","47","125","-","22"
"Jun 2006","20","Nickelback","All The Right Reasons","3122.356","18","-","39","-","-","4"
"Jun 2006","21","Paul Simon","Surprise","3113.935","14","4","37","102","-","-"
"Jun 2006","22","Angels & Airwaves","We Don't Need To Whisper","3074.262","4","6","-","82","3","8"
"Jun 2006","23","The Black Eyed Peas","Monkey Business","3064.068","62","40","63","13","-","18"
"Jun 2006","24","Panic! At the Disco","A Fever You Can't Sweat Out","3055.543","16","32","99","-","-","29"
"Jun 2006","25","T.I.","King","3018.783","13","83","-","41","-","-"
"Jun 2006","26","Carrie Underwood","Some Hearts","2950.199","8","-","-","-","-","-"
"Jun 2006","27","Snow Patrol","Eyes Open","2892.690","34","3","84","-","-","25"
"Jun 2006","28","Neil Young","Living With War","2891.156","15","37","13","108","7","41"
"Jun 2006","29","Nick Lachey","What's Left Of Me","2827.185","2","-","-","-","-","-"
"Jun 2006","30","Jack Johnson","In Between Dreams","2687.818","61","8","71","92","-","-"
"Jun 2006","31","Ne-Yo","In My Own Words","2606.815","25","49","-","156","-","49"
"Jun 2006","32","Johnny Cash","Ring Of Fire - The Legend Of Johnny Cash","2582.274","36","29","-","-","9","-"
"Jun 2006","33","Tim McGraw","Greatest Hits Vol. 2 - Reflected","2563.474","13","-","-","-","-","-"
"Jun 2006","34","Original Soundtrack","American Idol Season 5: Encores","2527.064","3","-","-","-","-","-"
"Jun 2006","35","Cam'ron","Killa Season","2524.355","2","-","-","-","-","-"
"Jun 2006","36","Andrea Bocelli","Amore","2521.546","12","-","65","76","10","20"
"Jun 2006","37","Chamillionaire","The Sound Of Revenge","2463.439","17","-","-","-","-","-"
"Jun 2006","38","KT Tunstall","Eye To The Telescope","2425.730","37","56","97","108","-","-"
"Jun 2006","39","Sean Paul","The Trinity","2388.688","46","-","45","28","-","-"
"Jun 2006","40","Toby Keith","White Trash With Money","2386.403","18","-","-","-","-","-"
"Jun 2006","41","The Isley Brothers & Ronald Isley","Baby Makin' Music","2278.164","5","-","-","-","-","-"
"Jun 2006","42","Alan Jackson","Precious Memories","2193.873","17","-","-","-","-","-"
"Jun 2006","43","Godsmack","IV","2161.888","19","-","56","-","-","-"
"Jun 2006","44","Daniel Powter","Daniel Powter","2160.826","24","-","-","-","-","-"
"Jun 2006","45","The Fray","How To Save A Life","2119.690","26","-","-","-","-","-"
"Jun 2006","46","Madonna","Confessions On A Dance Floor","2082.206","111","74","48","39","-","41"
"Jun 2006","47","AFI","Decemberunderground","2002.336","1","16","58","181","2","3"
"Jun 2006","48","Guns n' Roses","Guns & Roses' Greatest Hits","1993.681","68","40","-","-","-","-"
"Jun 2006","49","Taking Back Sunday","Louder Now","1988.037","35","69","-","-","-","43"
"Jun 2006","50","Michael Buble","It's Time","1985.041","30","-","-","-","5","-"
"Jul 2006","1","The Dixie Chicks","Taking The Long Way","6281.826","2","10","5","-","1","4"
"Jul 2006","2","Red Hot Chili Peppers","Stadium Arcadium","6275.648","7","11","2","14","4","3"
"Jul 2006","3","Gnarls Barkley","St Elsewhere","6248.793","5","11","14","4","9","13"
"Jul 2006","4","Nelly Furtado","Loose","6231.166","1","9","1","28","1","13"
"Jul 2006","5","Rihanna","A Girl Like Me","5716.029","5","5","53","34","7","11"
"Jul 2006","6","Shakira","Oral Fixation - Volume 2","5666.176","17","12","4","14","3","9"
"Jul 2006","7","Busta Rhymes","The Big Bang","5322.974","1","24","29","36","6","42"
"Jul 2006","8","The Pussycat Dolls","PCD","4941.807","13","7","6","27","-","14"
"Jul 2006","9","Keane","Under The Iron Sea","4904.574","4","1","13","18","7","16"
"Jul 2006","10","James Blunt","Back To Bedlam","3991.907","25","71","28","20","7","6"
"Jul 2006","11","Original Soundtrack","High School Musical","3875.390","4","-","-","-","-","2"
"Jul 2006","12","Corinne Bailey Rae","Corinne Bailey Rae","3631.162","17","22","48","61","-","-"
"Jul 2006","13","AFI","Decemberunderground","3600.914","3","97","-","-","5","10"
"Jul 2006","14","Rascal Flatts","Me & My Gang","3479.650","7","-","-","-","-","-"
"Jul 2006","15","Kelly Clarkson","Breakaway","3332.028","45","20","25","96","-","-"
"Jul 2006","16","Panic! At the Disco","A Fever You Can't Sweat Out","3317.814","15","74","-","-","-","24"
"Jul 2006","17","Original Soundtrack","Cars","3292.615","6","-","-","186","-","-"
"Jul 2006","18","Ne-Yo","In My Own Words","3175.381","21","24","-","173","-","-"
"Jul 2006","19","Yung Joc","New Joc City","3171.678","9","-","-","-","-","-"
"Jul 2006","20","Johnny Cash","American V: A Hundred Highways","3060.431","1","9","7","96","4","25"
"Jul 2006","21","Muse","Black Holes & Revelations","3036.023","9","1","4","2","-","1"
"Jul 2006","22","Pink","I'm Not Dead","2989.975","95","13","9","92","-","5"
"Jul 2006","23","Nickelback","All The Right Reasons","2971.033","21","-","50","-","-","9"
"Jul 2006","24","India Arie","Testimony: Vol. 1, Life & Relationship","2951.597","1","-","58","141","-","-"
"Jul 2006","25","Three Days Grace","One - X","2891.711","5","-","-","-","2","-"
"Jul 2006","26","Various Artists","NOW 21","2867.350","12","-","-","-","-","-"
"Jul 2006","27","Jack Johnson","Sing-A-Longs And Lullabies For The Film Curious George","2858.800","58","23","30","83","-","-"
"Jul 2006","28","Ice Cube","Laugh Now, Cry Later","2807.349","10","-","-","129","-","46"
"Jul 2006","29","The Black Eyed Peas","Monkey Business","2784.780","72","47","88","17","-","26"
"Jul 2006","30","Tool","10,000 Days","2768.430","22","-","39","162","-","16"
"Jul 2006","31","Mary J Blige","The Breakthrough","2734.664","39","50","64","82","-","46"
"Jul 2006","32","Wolfmother","Wolfmother","2633.768","59","29","54","-","-","18"
"Jul 2006","33","Johnny Cash","Ring Of Fire - The Legend Of Johnny Cash","2596.796","27","36","-","-","-","-"
"Jul 2006","34","Carrie Underwood","Some Hearts","2516.572","16","-","-","-","-","-"
"Jul 2006","35","Jack Johnson","In Between Dreams","2509.832","74","25","73","98","-","-"
"Jul 2006","36","Snow Patrol","Eyes Open","2506.502","79","2","-","-","-","30"
"Jul 2006","37","Madonna","I'm Going To Tell You a Secret","2471.583","33","18","8","22","4","-"
"Jul 2006","38","Bruce Springsteen","We Shall Overcome, The Seeger Sessions","2465.840","31","71","47","110","-","-"
"Jul 2006","39","Lostprophets","Liberation Transmission","2437.578","33","1","31","94","-","-"
"Jul 2006","40","The Raconteurs","Broken Boy Soldiers","2394.938","60","43","75","88","-","41"
"Jul 2006","41","Underoath","Define The Great Line","2384.125","2","-","-","-","-","28"
"Jul 2006","42","T.I.","King","2382.076","32","87","-","36","-","-"
"Jul 2006","43","Andrea Bocelli","Amore","2363.473","12","-","-","196","-","-"
"Jul 2006","44","The Fray","How To Save A Life","2352.324","19","-","-","-","-","-"
"Jul 2006","45","Tim McGraw","Greatest Hits Vol. 2 - Reflected","2340.187","23","-","-","-","-","-"
"Jul 2006","46","Sean Paul","The Trinity","2310.408","72","41","62","25","-","-"
"Jul 2006","47","Dashboard Confessional","Dusk & Summer","2248.831","2","91","-","-","6","22"
"Jul 2006","48","Chamillionaire","The Sound Of Revenge","2248.702","28","-","-","68","-","-"
"Jul 2006","49","Angels & Airwaves","We Don't Need To Whisper","2236.524","34","-","18","-","-","45"
"Jul 2006","50","Mark Knopfler & Emmylou Harris","All The Roadrunning","2236.073","44","-","24","81","-","-"
"Aug 2006","1","Gnarls Barkley","St Elsewhere","6100.105","4","10","22","7","9","16"
"Aug 2006","2","Nelly Furtado","Loose","5927.094","4","14","3","46","1","7"
"Aug 2006","3","Rihanna","A Girl Like Me","5587.437","7","8","32","23","4","9"
"Aug 2006","4","Red Hot Chili Peppers","Stadium Arcadium","5275.753","16","16","4","17","-","7"
"Aug 2006","5","The Pussycat Dolls","PCD","5252.374","9","18","7","25","-","8"
"Aug 2006","6","Various Artists","NOW 22","5114.277","1","-","-","-","-","-"
"Aug 2006","7","Shakira","Oral Fixation - Volume 2","4904.491","24","14","5","24","5","9"
"Aug 2006","8","The Dixie Chicks","Taking The Long Way","4355.728","9","52","23","-","3","4"
"Aug 2006","9","Muse","Black Holes & Revelations","4289.869","9","8","21","3","-","6"
"Aug 2006","10","Johnny Cash","American V: A Hundred Highways","4115.769","6","23","9","159","5","33"
"Aug 2006","11","Pharrell Williams","In My Mind","3973.071","3","7","14","29","8","15"
"Aug 2006","12","Original Soundtrack","High School Musical","3812.205","5","-","-","-","-","1"
"Aug 2006","13","Corinne Bailey Rae","Corinne Bailey Rae","3810.224","19","36","70","62","-","-"
"Aug 2006","14","James Blunt","Back To Bedlam","3535.657","48","25","29","20","6","11"
"Aug 2006","15","Nickelback","All The Right Reasons","3518.068","10","-","83","-","10","15"
"Aug 2006","16","Keane","Under The Iron Sea","3499.564","46","6","19","35","-","-"
"Aug 2006","17","Panic! At the Disco","A Fever You Can't Sweat Out","3468.283","13","72","-","-","-","18"
